552.202515,357.524614,377.823736,319.681009,500.8034,534.088,375.2167354,377.884
513.651965,334.218249,361.158455,272.547113,458.400578,469.006,361.9491028,372.313
523.849368,299.32112,329.628871,266.816753,482.230605,472.087,329.674,342.356
476.871918,247.853884,257.826495,309.415623,372.208213,428.577,300.297,287.468
534.563271,363.951367,354.146019,371.911401,509.209213,514.799,345.735,375.655
528.407563,309.79808,303.532989,335.207406,498.945266,460.588,288.473,327.465
551.723854,367.956697,369.518749,345.203479,492.687842,519.861,345.554,381.069
537.158815,292.988709,315.569719,277.766431,477.835333,517.365,332.883,348.859
543.239531,311.885386,305.324039,239.370641,447.584707,507.337,332.116,345.259
521.448058,339.163186,350.813288,366.377257,440.930248,461.105,489.472,382.163
476.526626,211.263045,180.189207,264.217738,301.800332,398.667,209.045,216.973
498.096665,280.524247,291.22621,241.344377,483.21558,444.597,272.771,313.201
466.406566,259.355798,230.259371,251.602015,373.246182,364.393,220.998,248.573
514.346981,283.048691,267.20931,308.600404,466.322365,424.019,264.556,308.679
527.771207,363.614392,356.78135,301.438936,480.118026,533.985,370.672,377.733
551.699904,366.299621,388.586467,287.879475,515.054182,532.49,389.53,414.365
526.069715,251.294287,244.697704,191.347677,391.792544,425.391,240.096,281.942
526.157993,410.633613,394.452641,286.868515,404.337416,505.678,578.543,420.691
498.074942,409.327046,412.401207,372.91881,486.411636,481.975,383.477,425.164
549.573121,444.982633,441.302216,387.872546,511.049651,543.803,528.76,453.64
546.839667,362.262788,373.400011,354.693738,529.51756,527.636,357.314,418.091
506.066825,322.549701,287.379513,231.235635,394.368146,480.385,357.951,305.823
497.250537,229.137499,213.369879,210.171334,396.468405,438.824,254.082,237.061
519.366177,204.830992,180.381152,184.051354,321.48483,286.149,202.4,197.514
521.974855,519.701675,527.303735,493.138722,527.156691,509.243,656.087,530
516.95023,529.649392,547.002092,501.054146,387.508312,530.251,725.679,551.944
543.129841,367.267605,360.365154,317.595903,507.204276,527.452,362.711,389.427
551.858927,511.15893,522.089701,393.607825,559.091761,545.835,529.174,527.946
553.248837,542.508861,537.255827,370.307471,554.232716,546.846,496.852,512.867
506.95171,346.813991,363.009987,379.523637,481.004117,466.552,322.373,351.508
