46.6623,45.0202,39.9421,52.6737,42.4222,40.9129,44.202,38.9734
27.8916,16.7944,6.51736,31.4069,6.36628,69.3154,69.0032,7.75227
40.2025,40.1914,27.1162,50.4559,28.291,61.6745,59.8653,26.6989
52.7911,52.6908,44.5518,51.0774,46.9888,49.0685,49.5816,37.1365
53.7891,51.1586,48.364,55.2277,50.5303,64.2018,54.1934,45.3156
43.6175,40.0364,41.7332,54.299,40.9257,46.7667,47.4022,41.8684
35.0556,30.2538,12.7266,38.3148,12.3706,14.6775,30.182,12.2193
31.407,25.3639,21.1129,48.6724,21.1722,21.4252,32.1976,22.7638
36.1551,31.9671,20.7919,52.2224,23.5542,56.951,36.8834,18.8471
25.7549,19.8515,14.661,42.3424,14.5728,21.8087,31.9709,13.0559
45.2902,43.4352,32.2189,53.3181,36.3364,37.8328,40.6306,28.3457
39.9479,36.564,26.9237,48.1148,33.4462,57.3781,44.3982,26.32
47.3241,32.4024,23.5504,47.4094,30.3823,67.262,66.4896,21.3118
48.9799,46.738,40.6304,55.184,39.9676,66.9835,67.4563,40.4183
49.3933,46.3274,44.6217,56.2742,46.1226,46.6704,51.5764,38.0053
37.6992,29.7694,20.7129,52.8745,27.1354,51.7777,35.3092,16.506
38.7289,36.4341,30.7783,49.499,29.5577,34.6117,31.6394,25.4368
60.9057,56.3862,55.7918,59.57,56.7629,57.4683,51.9338,51.061
53.9662,56.0722,53.2699,54.871,53.9247,58.9059,61.5487,55.4747
55.1271,55.1068,54.9985,66.2138,53.8607,59.1493,61.9618,53.598
18.6551,19.8,11.3294,39.6909,18.6858,68.3275,56.6135,15.7441
37.667,33.8039,15.8243,45.44,26.5008,55.6562,62.4692,13.8586
37.5279,25.1427,16.4028,46.7383,20.8884,59.0513,34.0906,14.6744
49.3863,42.6973,41.658,58.9523,42.2726,44.5239,50.0677,38.9783
47.6022,47.5382,38.2685,56.7995,38.5967,60.955,62.2646,42.0133
16.6295,13.4127,5.82608,38.5608,5.26972,67.9288,61.3735,6.90564
38.5399,38.3571,22.3396,46.6128,24.3932,59.0239,61.7782,17.0305
54.3883,50.2491,47.7923,62.5416,48.3219,51.7114,50.9864,46.2618
47.4599,37.923,30.9809,54.7834,34.2622,62.2271,50.5996,28.788
49.1924,46.3274,37.042,54.237,45.7554,56.9574,30.3322,26.2502
