,Part,variable,value
65,6.0,WSLS,-0.23261063167388718
66,7.0,WSLS,-0.08724192548131082
67,8.0,WSLS,-0.5121807329390213
68,9.0,WSLS,-0.4177916575360132
69,10.0,WSLS,-0.591196963841278
70,11.0,WSLS,-0.16867892862991463
71,12.0,WSLS,-0.19329718894409176
72,13.0,WSLS,-0.0017188333220354846
73,14.0,WSLS,-0.12097892660134701
74,15.0,WSLS,-0.1331034372972273
75,16.0,WSLS,-0.37936556992947357
76,17.0,WSLS,-0.2624837969084124
77,18.0,WSLS,0.021131723444717365
78,19.0,WSLS,-0.0160799633136679
79,20.0,WSLS,-0.19304824642600216
80,21.0,WSLS,-1.0037272679047966
81,22.0,WSLS,-0.19447287185781836
82,23.0,WSLS,-0.23123996553132753
83,24.0,WSLS,-0.18506880120919056
84,25.0,WSLS,-0.18429695635120913
85,26.0,WSLS,-1.158419682368522
86,27.0,WSLS,-0.19765937311647064
87,28.0,WSLS,-0.14382029821241238
88,29.0,WSLS,-0.14716909708818116
89,30.0,WSLS,-0.09796293737904826
90,1.0,UCB1,0.08659470949328718
91,2.0,UCB1,0.712896206130581
92,3.0,UCB1,0.2802370580823358
93,4.0,UCB1,0.10531697036068932
94,5.0,UCB1,0.05809773756301417
95,6.0,UCB1,0.0586192293535337
96,7.0,UCB1,0.6072297126729056
97,8.0,UCB1,0.30361690812169406
98,9.0,UCB1,0.3276562270851695
99,10.0,UCB1,0.39854249099439665
100,11.0,UCB1,0.1881335581119008
101,12.0,UCB1,0.1538846237076248
102,13.0,UCB1,0.3413848813043474
103,14.0,UCB1,0.17573836337411075
104,15.0,UCB1,0.06326809172754178
105,16.0,UCB1,0.264083214672591
106,17.0,UCB1,0.22351616031480037
107,18.0,UCB1,0.06554204079267423
108,19.0,UCB1,0.0007375314738253813
109,20.0,UCB1,0.02205131367078461
110,21.0,UCB1,-0.0014648564411468001
111,22.0,UCB1,0.27936742335504583
112,23.0,UCB1,0.41775790480962005
113,24.0,UCB1,0.13762533254879972
114,25.0,UCB1,0.18045363752631915
115,26.0,UCB1,0.6000279390358206
116,27.0,UCB1,0.34637216535158055
117,28.0,UCB1,0.10700838397652213
118,29.0,UCB1,0.265213844833848
119,30.0,UCB1,0.06674436343253953
120,1.0,Gradient,0.11741883982941548
121,2.0,Gradient,-1.3719131638234394
122,3.0,Gradient,-0.5051630870288306
123,4.0,Gradient,0.0675685424512179
124,5.0,Gradient,-0.18563714002773968
125,6.0,Gradient,-0.0685800122892295
126,7.0,Gradient,0.5454788542129044
127,8.0,Gradient,0.296111624407817
128,9.0,Gradient,-0.5407475761922149
129,10.0,Gradient,0.1406469605854077
130,11.0,Gradient,0.15669181758177408
131,12.0,Gradient,-0.4125443758015048
132,13.0,Gradient,-0.4017576423377651
133,14.0,Gradient,-0.35106723021228103
134,15.0,Gradient,0.05267150364292761
135,16.0,Gradient,-0.3519467935561138
136,17.0,Gradient,0.10034245630322058
