0.539257,0.258126,0.856103,6.09655,0.521521,0.715957,0.679698,27.0001,0.0841781,1.15918,0.784127,41.2429,109.254,7.72843,3.20802
0.708551,0.162659,0.623599,7.5244,0.375939,0.737314,0.52173,142,0.0001,0.000100001,0.0271906,31.6613,369.126,7.57399,0.00100002
0.664722,0.212522,0.71216,7.48125,0.451938,0.708238,0.915438,70.0001,0.0225041,0.445458,0.287683,39.7753,0.1,7.87729,0.688721
0.606503,0.221368,0.832208,8.68733,0.785341,0.766457,0.61601,185,0.14049,0.708699,0.0553015,4.25218,332.461,6.94834,0.00100008
0.557324,0.275088,0.494245,7.54619,0.920361,0.637178,0.791253,38,0.132596,0.339619,0.576171,6.14216,311.69,6.25112,1.32334
0.615025,0.208379,0.769276,5.62211,0.591406,0.686492,0.801824,41.0001,0.0954798,0.854182,0.290653,6.90552,763.186,6.86908,2.05978
0.585305,0.220665,0.636559,9.29503,0.586369,0.609866,0.629398,39,0.0001,2.36129,0.661227,34.4407,85.4213,9.62834,1.53315
0.705114,0.154919,0.602031,11.4607,0.523718,0.73119,0.735694,23,0.0240855,2.79917,1.84754,7.93721,206.001,10.8936,0.00100009
0.584426,0.188675,0.881717,12.9896,0.777765,0.850075,0.676994,22,0.0001,0.842867,0.298836,11.0664,268.102,10.8778,0.00100009
0.602043,0.185589,0.671228,10.2354,0.530846,0.705835,0.355678,9,0.0001,3.21901,1.25202,9.74148,513.661,9.99383,0.001
0.586217,0.16904,0.755723,12.534,0.7566,0.892994,0.568205,200,0.0786731,1.28791,0.543848,3.03555,441.563,10.583,0.00100017
0.644766,0.16901,0.736633,12.2998,0.793467,0.73949,0.882216,38.0001,0.0428316,0.511472,0.430535,5.06649,145.061,12.2236,1.84492
0.645272,0.156918,0.716862,11.9909,0.659279,0.784266,0.671765,42,0.0001,0.58605,1.62148,11.18,0.1,12.3886,1.59211
0.463458,0.222814,0.780691,8.0305,0.484032,0.697063,0.914725,31,0.0696592,0.241548,1.98739,11.1035,62.8119,8.26864,0.380781
0.588983,0.279249,0.538064,6.11426,0.712354,0.714591,0.91541,69,0.109387,0.67579,0.00100011,37.1199,111.433,7.15337,2.92315
0.566247,0.229674,0.692224,9.59257,0.668717,0.700445,0.869587,28,0.0360294,0.928066,0.163383,39.7459,104.535,9.14087,1.13096
0.558014,0.158083,0.762627,12.5369,0.795981,0.805502,0.973905,8.99999,0.10838,2.94356,0.302318,5.50278,656.696,11.1502,1.29624
0.54196,0.348215,0.751551,4.16761,0.805148,0.889928,0.6018,20,0.344,0.665947,0.926029,28.4465,897.951,3.95571,0.001
0.640507,0.353324,0.850701,4.28685,0.178244,0.598357,0.783475,29.0001,0.144751,0.60351,1.88792,81.1021,42.1522,3.26432,0.00100001
0.4906,0.381722,0.548804,2.76579,0.481667,0.699534,0.71053,76,0.251955,0.337252,0.107039,65.7137,49.6595,3.92032,2.17206
0.618918,0.225342,0.65568,10.0791,0.723653,0.586358,0.691403,29,0.00587334,0.0701955,1.12555,23.8922,35.1145,9.49731,0.00100003
0.633457,0.206098,0.60533,11.3489,0.508733,0.824721,0.501481,3.99999,0.0159201,0.851226,0.00100008,10.4915,487.595,11.1213,0.00100001
0.645616,0.124098,0.574864,14.9777,0.540971,0.800221,0.718108,118,0.0187305,0.623585,0.827519,3.19995,25.8121,15.3484,0.5888
0.537524,0.170822,0.660915,7.73543,0.45645,0.873477,0.803073,5,0.15666,1.62337,0.901666,6.08215,132.385,9.16715,1.40462
0.598802,0.454363,0.868151,3.06734,0.210012,0.552037,0.447994,200,0.0612059,0.382092,1.34044,165.079,610.611,2.66361,0.00100001
0.707172,0.435136,0.562885,13.0467,0.00313804,0.430303,0.278048,80,0.0001,0.502719,0.0158743,1000,969.227,2.07164,0.001
0.618078,0.237987,0.494352,10.6603,0.718845,0.65248,0.784738,25.9999,0.0143853,0.50607,0.900083,21.2453,453.519,9.27549,0.11139
0.442496,0.4589,0.294466,2.79573,0.534768,0.40508,0.855039,17,0.199033,0.580212,0.026157,593.974,977.236,2.90757,0.00100015
0.541454,0.429085,0.56333,3.49182,0.531499,0.244791,0.895607,72,0.0567084,0.282016,0.746524,521.276,397.507,3.58624,0.00100001
0.622491,0.247107,0.967414,7.46161,0.716392,0.55006,0.811411,29.0001,0.105115,0.589289,0.001,55.6861,111.02,8.78447,4.08068
